"","ID","Study_meta","Country_clean","Total_N","Genus_name","Species_name","Organism_n","Taxonomic_group","Etiology"
"1937","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Trematosphaeria","Trematosphaeria_grisea",NA,"Fungus","Eumycetoma"
"1938","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"1939","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"1940","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"1941","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"1942","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"1943","ID 2946","Hassan, Sudan, 2021","Sudan",6983,"Not_reported","Not_reported",NA,"Not_reported","Not_reported"
"1944","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"1945","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"1946","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"1947","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Actinomadura","Actinomadura_madurae",NA,"Bacteria","Actinomycetoma"
"1948","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"1949","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"1950","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"1951","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"1952","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"1953","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"1954","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"1955","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_spp",NA,"Bacteria","Actinomycetoma"
"1956","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"1957","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_brasiliensis",NA,"Bacteria","Actinomycetoma"
"1958","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"1959","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"1960","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"1961","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"1962","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"1963","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"1964","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"1965","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"1966","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"1967","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"1968","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Streptomyces","Streptomyces_somaliensis",NA,"Bacteria","Actinomycetoma"
"1969","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Unidentified_Actinomycetoma","Actinomycetoma_spp",NA,"Bacteria","Actinomycetoma"
"1970","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
"1971","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Aspergillus","Aspergillus_spp",NA,"Fungus","Eumycetoma"
"1972","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Aspergillus","Aspergillus_flavus",NA,"Fungus","Eumycetoma"
"1973","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Aspergillus","Aspergillus_fumigatus",NA,"Fungus","Eumycetoma"
"1974","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Aspergillus","Aspergillus_nidulans",NA,"Fungus","Eumycetoma"
"1975","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Aspergillus","Aspergillus_niger",NA,"Fungus","Eumycetoma"
"1976","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Cladophialophora","Cladophialophora_bantiana",NA,"Fungus","Eumycetoma"
"1977","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Cladophialophora","Cladophialophora_mycetomatis",NA,"Fungus","Eumycetoma"
"1978","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Cladosporium","Cladosporium_ramotenellum",NA,"Fungus","Eumycetoma"
"1979","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Unidentified_Eumycetoma","Eumycetoma_spp",NA,"Fungus","Eumycetoma"
"1980","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"1981","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"1982","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"1983","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"1984","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"1985","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"1986","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"1987","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
"1988","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Madurella","Madurella_spp",NA,"Fungus","Eumycetoma"
"1989","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Madurella","Madurella_fahalii",NA,"Fungus","Eumycetoma"
"1990","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Madurella","Madurella_mycetomatis",2,"Fungus","Eumycetoma"
"1991","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Medicopsis","Medicopsis_romeroi",NA,"Fungus","Eumycetoma"
"1992","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Microsporum","Microsporum_canis",NA,"Fungus","Eumycetoma"
"1993","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Microsporum","Microsporum_audouini",NA,"Fungus","Eumycetoma"
"1994","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Penicillium","Penicillium_spp",NA,"Fungus","Eumycetoma"
"1995","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Phaeoacremonium","Phaeoacremonium_parasiticum",NA,"Fungus","Eumycetoma"
"1996","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Phomopsis","Phomopsis_longicola",NA,"Fungus","Eumycetoma"
"1997","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Nigrograna","Nigrograna_mackinnonii",NA,"Fungus","Eumycetoma"
"1998","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Sarocladium","Sarocladium_kiliense",NA,"Fungus","Eumycetoma"
"1999","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Scedosporium","Scedosporium_spp",NA,"Fungus","Eumycetoma"
"2000","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Scedosporium","Scedosporium_apiospermum",NA,"Fungus","Eumycetoma"
"2001","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Scedosporium","Scedosporium_boydii",NA,"Fungus","Eumycetoma"
"2002","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Subramaniula","Subramaniula_obscura",NA,"Fungus","Eumycetoma"
"2003","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Subramaniula","Subramaniula_thielavioides",NA,"Fungus","Eumycetoma"
"2004","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Trematosphaeria","Trematosphaeria_grisea",3,"Fungus","Eumycetoma"
"2005","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"2006","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"2007","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"2008","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"2009","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"2010","ID 5654","Hay, United Kingdom, 1982","United Kingdom",43,"Not_reported","Not_reported",38,"Not_reported","Not_reported"
"2011","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"2012","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"2013","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"2014","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Actinomadura","Actinomadura_madurae",3,"Bacteria","Actinomycetoma"
"2015","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"2016","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"2017","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"2018","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"2019","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"2020","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"2021","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"2022","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_spp",NA,"Bacteria","Actinomycetoma"
"2023","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"2024","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_brasiliensis",NA,"Bacteria","Actinomycetoma"
"2025","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"2026","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"2027","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"2028","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"2029","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"2030","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"2031","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"2032","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"2033","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"2034","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"2035","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Streptomyces","Streptomyces_somaliensis",NA,"Bacteria","Actinomycetoma"
"2036","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Unidentified_Actinomycetoma","Actinomycetoma_spp",NA,"Bacteria","Actinomycetoma"
"2037","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
"2038","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Aspergillus","Aspergillus_spp",NA,"Fungus","Eumycetoma"
"2039","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Aspergillus","Aspergillus_flavus",NA,"Fungus","Eumycetoma"
"2040","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Aspergillus","Aspergillus_fumigatus",NA,"Fungus","Eumycetoma"
"2041","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Aspergillus","Aspergillus_nidulans",NA,"Fungus","Eumycetoma"
"2042","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Aspergillus","Aspergillus_niger",NA,"Fungus","Eumycetoma"
"2043","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Cladophialophora","Cladophialophora_bantiana",NA,"Fungus","Eumycetoma"
"2044","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Cladophialophora","Cladophialophora_mycetomatis",NA,"Fungus","Eumycetoma"
"2045","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Cladosporium","Cladosporium_ramotenellum",NA,"Fungus","Eumycetoma"
"2046","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Unidentified_Eumycetoma","Eumycetoma_spp",NA,"Fungus","Eumycetoma"
"2047","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"2048","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"2049","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"2050","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"2051","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"2052","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"2053","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"2054","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
"2055","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Madurella","Madurella_spp",NA,"Fungus","Eumycetoma"
"2056","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Madurella","Madurella_fahalii",NA,"Fungus","Eumycetoma"
"2057","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Madurella","Madurella_mycetomatis",3,"Fungus","Eumycetoma"
"2058","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Medicopsis","Medicopsis_romeroi",NA,"Fungus","Eumycetoma"
"2059","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Microsporum","Microsporum_canis",NA,"Fungus","Eumycetoma"
"2060","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Microsporum","Microsporum_audouini",NA,"Fungus","Eumycetoma"
"2061","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Penicillium","Penicillium_spp",NA,"Fungus","Eumycetoma"
"2062","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Phaeoacremonium","Phaeoacremonium_parasiticum",NA,"Fungus","Eumycetoma"
"2063","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Phomopsis","Phomopsis_longicola",NA,"Fungus","Eumycetoma"
"2064","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Nigrograna","Nigrograna_mackinnonii",NA,"Fungus","Eumycetoma"
"2065","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Sarocladium","Sarocladium_kiliense",NA,"Fungus","Eumycetoma"
"2066","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Scedosporium","Scedosporium_spp",NA,"Fungus","Eumycetoma"
"2067","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Scedosporium","Scedosporium_apiospermum",NA,"Fungus","Eumycetoma"
"2068","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Scedosporium","Scedosporium_boydii",1,"Fungus","Eumycetoma"
"2069","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Subramaniula","Subramaniula_obscura",NA,"Fungus","Eumycetoma"
"2070","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Subramaniula","Subramaniula_thielavioides",NA,"Fungus","Eumycetoma"
"2071","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Trematosphaeria","Trematosphaeria_grisea",NA,"Fungus","Eumycetoma"
"2072","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"2073","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"2074","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"2075","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"2076","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"2077","ID 5516","Kallel, Tunisia, 2004","Tunisia",13,"Not_reported","Not_reported",0,"Not_reported","Not_reported"
"2078","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"2079","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"2080","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"2081","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Actinomadura","Actinomadura_madurae",8,"Bacteria","Actinomycetoma"
"2082","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"2083","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"2084","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"2085","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"2086","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"2087","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"2088","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"2089","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_spp",11,"Bacteria","Actinomycetoma"
"2090","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"2091","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_brasiliensis",13,"Bacteria","Actinomycetoma"
"2092","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"2093","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"2094","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"2095","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"2096","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"2097","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"2098","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"2099","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"2100","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"2101","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"2102","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Streptomyces","Streptomyces_somaliensis",NA,"Bacteria","Actinomycetoma"
"2103","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Unidentified_Actinomycetoma","Actinomycetoma_spp",NA,"Bacteria","Actinomycetoma"
"2104","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
"2105","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Aspergillus","Aspergillus_spp",NA,"Fungus","Eumycetoma"
"2106","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Aspergillus","Aspergillus_flavus",NA,"Fungus","Eumycetoma"
"2107","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Aspergillus","Aspergillus_fumigatus",NA,"Fungus","Eumycetoma"
"2108","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Aspergillus","Aspergillus_nidulans",NA,"Fungus","Eumycetoma"
"2109","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Aspergillus","Aspergillus_niger",NA,"Fungus","Eumycetoma"
"2110","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Cladophialophora","Cladophialophora_bantiana",NA,"Fungus","Eumycetoma"
"2111","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Cladophialophora","Cladophialophora_mycetomatis",NA,"Fungus","Eumycetoma"
"2112","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Cladosporium","Cladosporium_ramotenellum",NA,"Fungus","Eumycetoma"
"2113","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Unidentified_Eumycetoma","Eumycetoma_spp",NA,"Fungus","Eumycetoma"
"2114","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"2115","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"2116","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"2117","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"2118","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"2119","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"2120","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"2121","ID 5785","Adoubryn, Côte d'Ivoire, 2008","Côte d'Ivoire",87,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
